x,y,y_true
0.0,8.960569836134791,3.0
0.6060606060606061,3.7650708101882078,5.424242424242424
1.2121212121212122,15.620747305693158,7.848484848484849
1.8181818181818183,28.549085549623577,10.272727272727273
2.4242424242424243,9.887129200289666,12.696969696969697
3.0303030303030303,12.311568637821955,15.121212121212121
3.6363636363636367,36.496008331543244,17.545454545454547
4.242424242424242,29.178913719531874,19.96969696969697
4.848484848484849,16.76024676271997,22.393939393939394
5.454545454545455,31.328902341213396,24.81818181818182
6.0606060606060606,21.681411928674695,27.242424242424242
6.666666666666667,24.077909623823587,29.666666666666668
7.272727272727273,34.9944563497015,32.09090909090909
7.878787878787879,11.555788579257943,34.515151515151516
8.484848484848484,16.240379949237543,36.93939393939394
9.090909090909092,32.61618601274469,39.36363636363637
9.696969696969697,29.633905343865703,41.78787878787879
10.303030303030303,47.9830892032645,44.21212121212121
10.90909090909091,35.74007473010911,46.63636363636364
11.515151515151516,32.11296164458257,49.06060606060606
12.121212121212121,69.07263371190713,51.484848484848484
12.727272727272728,51.19977530325249,53.909090909090914
13.333333333333334,57.143671789588424,56.333333333333336
13.93939393939394,41.660597523014275,58.75757575757576
14.545454545454547,54.64922548751599,61.18181818181819
15.151515151515152,64.93713168257901,63.60606060606061
15.757575757575758,52.2183801012354,66.03030303030303
16.363636363636363,72.96292167469352,68.45454545454545
16.96969696969697,63.67112359976222,70.87878787878788
17.575757575757578,69.80270530551098,73.30303030303031
18.181818181818183,68.50679338051997,75.72727272727273
18.78787878787879,100.3788533656224,78.15151515151516
19.393939393939394,80.41379087890238,80.57575757575758
20.0,70.3074688525292,83.0
20.606060606060606,95.29478136948069,85.42424242424242
21.21212121212121,73.19836104883258,87.84848484848484
21.81818181818182,92.77909041278434,90.27272727272728
22.424242424242426,69.18092821041239,92.6969696969697
23.03030303030303,79.18297953443096,95.12121212121212
23.636363636363637,99.90778937588402,97.54545454545455
24.242424242424242,108.8312959296419,99.96969696969697
24.848484848484848,104.45035876821903,102.39393939393939
25.454545454545457,103.43040242952294,104.81818181818183
26.060606060606062,103.62917989535278,107.24242424242425
26.666666666666668,91.92440278225754,109.66666666666667
27.272727272727273,103.45277859017258,112.0909090909091
27.87878787878788,108.98748626363407,114.51515151515152
28.484848484848484,129.62486065402092,116.93939393939394
29.090909090909093,123.4870558384579,119.36363636363637
29.6969696969697,100.63139692352598,121.7878787878788
30.303030303030305,128.10112884485875,124.21212121212122
30.90909090909091,122.01537627136784,126.63636363636364
31.515151515151516,120.93754205693456,129.06060606060606
32.121212121212125,138.82496395093892,131.4848484848485
32.72727272727273,146.28108517904232,133.9090909090909
33.333333333333336,147.5086947627277,136.33333333333334
33.93939393939394,128.68696547890409,138.75757575757575
34.54545454545455,137.4712696716036,141.1818181818182
35.151515151515156,147.58122178290338,143.60606060606062
35.75757575757576,157.73684455577134,146.03030303030303
36.36363636363637,142.704454600402,148.45454545454547
36.96969696969697,148.65088015882208,150.87878787878788
37.57575757575758,140.027010614958,153.3030303030303
38.18181818181818,141.37279323830467,155.72727272727272
38.78787878787879,167.90182502024552,158.15151515151516
39.3939393939394,176.85063791860748,160.5757575757576
40.0,162.135878541036,163.0
40.60606060606061,177.46663719894673,165.42424242424244
41.21212121212121,172.18811714905647,167.84848484848484
41.81818181818182,162.5312902174658,170.27272727272728
42.42424242424242,177.03371696307065,172.6969696969697
43.03030303030303,193.57765091880376,175.12121212121212
43.63636363636364,177.11554207613514,177.54545454545456
44.24242424242424,198.74542083946505,179.96969696969697
44.84848484848485,150.95699814486247,182.3939393939394
45.45454545454545,194.6810118706845,184.8181818181818
46.06060606060606,188.2869890612823,187.24242424242425
46.66666666666667,186.0785784610763,189.66666666666669
47.27272727272727,193.1920384093351,192.0909090909091
47.87878787878788,170.66432453994082,194.51515151515153
48.484848484848484,194.3033312853438,196.93939393939394
49.09090909090909,203.64898722177733,199.36363636363637
49.696969696969695,219.52260732477697,201.78787878787878
50.303030303030305,197.99287859283746,204.21212121212122
50.909090909090914,196.93444040164542,206.63636363636365
51.515151515151516,203.0395215375916,209.06060606060606
52.121212121212125,222.4696738972734,211.4848484848485
52.72727272727273,217.85410422500712,213.9090909090909
53.333333333333336,209.9762108881289,216.33333333333334
53.93939393939394,224.91678495493602,218.75757575757575
54.54545454545455,222.34674877399468,221.1818181818182
55.151515151515156,235.2298004924553,223.60606060606062
55.75757575757576,217.6056659037748,226.03030303030303
56.36363636363637,224.52259969537224,228.45454545454547
56.96969696969697,226.17349004120197,230.87878787878788
57.57575757575758,215.74085092544487,233.3030303030303
58.18181818181819,239.28071605204767,235.72727272727275
58.78787878787879,241.28417841767381,238.15151515151516
59.3939393939394,240.6371190554671,240.5757575757576
60.0,240.18495439949822,243.0
