x,y,y_true
0.0,-0.9602628677591014,-1.0
0.0050200803212851405,-1.0160310750262764,-1.0049699309325817
0.010040160642570281,-0.9580254921363455,-1.0098405751844008
0.015060240963855422,-0.8927710623877807,-1.0146134509004228
0.020080321285140562,-1.0380223462034803,-1.0192900762256134
0.025100401606425703,-1.042602925860873,-1.0238719693049387
0.030120481927710843,-0.902023623042773,-1.0283606482833643
0.035140562248995984,-0.9713628529736232,-1.032757631305856
0.040160642570281124,-1.0746223873921756,-1.0370644365173796
0.045180722891566265,-0.9978777785760239,-1.041282582062901
0.050200803212851405,-1.0824870015123829,-1.0454135860873859
0.055220883534136546,-1.0867173470214206,-1.0494589667358
0.060240963855421686,-1.0340632604278266,-1.0534202421531094
0.06526104417670683,-1.2103613500569035,-1.0572989304842797
0.07028112449799197,-1.1990899764753191,-1.0610965498742766
0.0753012048192771,-1.1097976208073437,-1.0648146184680658
0.08032128514056225,-1.1494811440373673,-1.0684546544106135
0.0853413654618474,-1.0468783892392632,-1.0720181758468852
0.09036144578313253,-1.1481486269635437,-1.0755067009218469
0.09538152610441766,-1.1919060438872873,-1.078921747780464
0.10040160642570281,-0.9650129330539783,-1.0822648345677026
0.10542168674698796,-1.1035995834674512,-1.0855374794285284
0.11044176706827309,-1.0833389441328733,-1.0887412005079073
0.11546184738955823,-1.2058573708478815,-1.091877515950805
0.12048192771084337,-1.138498561864202,-1.0949479439021874
0.12550200803212852,-1.0890801953302307,-1.09795400250702
0.13052208835341367,-1.192976696104053,-1.100897209910269
0.1355421686746988,-1.0737232427892462,-1.1037790842569
0.14056224899598393,-1.154652238885383,-1.1066011436918786
0.14558232931726908,-1.1327004063436328,-1.1093649063601707
0.1506024096385542,-1.1602084193850941,-1.1120718904067424
0.15562248995983935,-0.966541359215844,-1.114723613976559
0.1606425702811245,-1.1184013731936215,-1.1173215952145867
0.16566265060240964,-1.2044842265822635,-1.1198673522657914
0.1706827309236948,-1.056558810306883,-1.1223624032751383
0.1757028112449799,-1.2224757583852754,-1.1248082663875936
0.18072289156626506,-1.1104973721477427,-1.127206459748123
0.1857429718875502,-1.2863321114120743,-1.1295585015016922
0.19076305220883533,-1.2381207937051417,-1.1318659097932673
0.19578313253012047,-1.1183813038982842,-1.134130202767814
0.20080321285140562,-1.0772755721706648,-1.1363528985702978
0.20582329317269077,-1.124826052850487,-1.1385355153456846
0.21084337349397592,-1.1499314338299995,-1.1406795712389404
0.21586345381526104,-1.166874880042174,-1.142786584395031
0.22088353413654618,-1.2631398321883158,-1.1448580729589217
0.22590361445783133,-1.2044830917471556,-1.1468955550755788
0.23092369477911645,-1.185751650566751,-1.148900548889968
0.2359437751004016,-1.0663047944495418,-1.150874572547055
0.24096385542168675,-1.1253296810263287,-1.1528191441918056
0.2459839357429719,-1.2957789943982043,-1.1547357819691857
0.25100401606425704,-1.1306992864725776,-1.1566260040241612
0.2560240963855422,-1.1892979109350026,-1.1584913285016973
0.26104417670682734,-1.2144870335712372,-1.1603332735467604
0.2660642570281124,-1.1132192541970467,-1.1621533573043161
0.2710843373493976,-1.0814731361196541,-1.1639530979193302
0.2761044176706827,-1.0912316040074725,-1.1657340135367684
0.28112449799196787,-1.2346350241594075,-1.1674976223015965
0.286144578313253,-1.1939824324268775,-1.1692454423587804
0.29116465863453816,-1.144477917341001,-1.170978991853286
0.2961847389558233,-1.09465617876029,-1.1726997889300788
0.3012048192771084,-1.212743290761748,-1.1744093517341248
0.30622489959839355,-1.190961916543495,-1.1761091984103897
0.3112449799196787,-1.2663076450243216,-1.1778008471038393
0.31626506024096385,-1.275182345885893,-1.1794858159594395
0.321285140562249,-1.1161635573306201,-1.181165623122156
0.32630522088353414,-1.0743425844512886,-1.1828417867369545
0.3313253012048193,-1.1902766346752276,-1.1845158249488008
0.33634538152610444,-1.1059066240712991,-1.186189255902661
0.3413654618473896,-1.1589327157396898,-1.1878635977435006
0.3463855421686747,-1.2411499489846956,-1.1895403686162855
0.3514056224899598,-1.1623094382253083,-1.1912210866659814
0.35642570281124497,-1.0698643447202765,-1.192907270037554
0.3614457831325301,-1.1974665200047656,-1.1946004368759695
0.36646586345381527,-1.0711306128610727,-1.1963021053261933
0.3714859437751004,-1.407593401860371,-1.1980137935331916
0.37650602409638556,-1.1339848192919117,-1.1997370196419297
0.38152610441767065,-1.1945095363383198,-1.2014733017973735
0.3865461847389558,-1.2271447461817586,-1.2032241581444891
0.39156626506024095,-1.1976502447054018,-1.204991106828242
0.3965863453815261,-1.3657811791616694,-1.206775665993598
0.40160642570281124,-1.226153104812524,-1.2085793537855232
0.4066265060240964,-1.1818346826280433,-1.210403688348983
0.41164658634538154,-1.0940186642496224,-1.2122501878289436
0.4166666666666667,-1.2555819878322623,-1.2141203703703705
0.42168674698795183,-1.2806952423496842,-1.2160157541182293
0.4267068273092369,-1.2580784207042492,-1.2179378572174864
0.43172690763052207,-1.146656028396941,-1.2198881978131069
0.4367469879518072,-1.1955682052772825,-1.2218682940500571
0.44176706827309237,-1.2662604803746658,-1.2238796640733027
